proteins	genes	gene_name	kcat	rxns	notes	stoicho
P21151	b3845	fadA	50.1551506475236	ACACT2r	Heckmann-Dataset S1C	1
P76503	b2342	fadI	50.1551506475236	ACACT2r	Heckmann-Dataset S1C	1
P21151	b3845	fadA	8.28007308107699	ACACT2r_REV	Heckmann-Dataset S1C	1
P76503	b2342	fadI	8.28007308107699	ACACT2r_REV	Heckmann-Dataset S1C	1
P21151	b3845	fadA	40.7277313515213	ACACT3r	Heckmann-Dataset S1C	1
P76503	b2342	fadI	40.7277313515213	ACACT3r	Heckmann-Dataset S1C	1
P21151	b3845	fadA	5.86685213809256	ACACT3r_REV	Heckmann-Dataset S1C	1
P76503	b2342	fadI	5.86685213809256	ACACT3r_REV	Heckmann-Dataset S1C	1
P21151	b3845	fadA	49.3225731395513	ACACT4r	Heckmann-Dataset S1C	1
P76503	b2342	fadI	49.3225731395513	ACACT4r	Heckmann-Dataset S1C	1
P21151	b3845	fadA	8.01083747359174	ACACT4r_REV	Heckmann-Dataset S1C	1
P76503	b2342	fadI	8.01083747359174	ACACT4r_REV	Heckmann-Dataset S1C	1
P76503	b2342	fadI	40.7277313515213	ACACT5r	Heckmann-Dataset S1C	1
P21151	b3845	fadA	40.7277313515213	ACACT5r	Heckmann-Dataset S1C	1
P76503	b2342	fadI	5.86685213809256	ACACT5r_REV	Heckmann-Dataset S1C	1
P21151	b3845	fadA	5.86685213809256	ACACT5r_REV	Heckmann-Dataset S1C	1
P21151	b3845	fadA	44.4918869994071	ACACT6r	Heckmann-Dataset S1C	1
P76503	b2342	fadI	44.4918869994071	ACACT6r	Heckmann-Dataset S1C	1
P21151	b3845	fadA	7.975868974899	ACACT6r_REV	Heckmann-Dataset S1C	1
P76503	b2342	fadI	7.975868974899	ACACT6r_REV	Heckmann-Dataset S1C	1
P21151	b3845	fadA	33.4229717576011	ACACT7r	Heckmann-Dataset S1C	1
P76503	b2342	fadI	33.4229717576011	ACACT7r	Heckmann-Dataset S1C	1
P21151	b3845	fadA	5.77921156740107	ACACT7r_REV	Heckmann-Dataset S1C	1
P76503	b2342	fadI	5.77921156740107	ACACT7r_REV	Heckmann-Dataset S1C	1
P21151	b3845	fadA	5.86685213809256	ACACT8r	Heckmann-Dataset S1C	1
P76503	b2342	fadI	5.86685213809256	ACACT8r	Heckmann-Dataset S1C	1
P21151	b3845	fadA	12.3130464319242	ACACT8r_REV	Heckmann-Dataset S1C	1
P76503	b2342	fadI	12.3130464319242	ACACT8r_REV	Heckmann-Dataset S1C	1
P0A9Q7	b1241	adhE	41.0772902141259	ACALD_REV	Heckmann-Dataset S1C	1
P77580	b0351	mhpF	41.0772902141259	ACALD_REV	Heckmann-Dataset S1C	1
P77567	b1463	nhoA	6.00128652411287	ACANTHAT	Heckmann-Dataset S1C	1
P0AE76	b1993	cobU	3.61197336627097	ACBIPGT	Heckmann-Dataset S1C	1
P0A9Q5 + P0ABD8 + P24182 + P0ABD5	b2316 and b3255 and b3256 and b0185	accD + accB + accC + accA	13.5464745532275	ACCOAC	Heckmann-Dataset S1C	1
P77495	b0335	prpE	6.84138279261006	ACCOAL	Heckmann-Dataset S1C	1
P27550	b4069	acs	6.84138279261006	ACCOAL	Heckmann-Dataset S1C	1
P75959	b1119	nagK	8.57137535484602	ACGAMK	Heckmann-Dataset S1C	1
P0AC78	b3784	wecA	10.3954899567112	ACGAMT	Heckmann-Dataset S1C	1
P33221	b1849	purT	154.296915465516	ACKr	Heckmann-Dataset S1C	1
P11868	b3115	tdcD	154.296915465516	ACKr	Heckmann-Dataset S1C	1
P33221	b1849	purT	320.762753520128	ACKr_REV	Heckmann-Dataset S1C	1
P11868	b3115	tdcD	320.762753520128	ACKr_REV	Heckmann-Dataset S1C	1
P27836	b3794	wecG	6.82409057435941	ACMAMUT	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	7.11827119414585	ACOAD1f	Heckmann-Dataset S1C	1
P0A9U8	b1695	ydiO	18.4653911971493	ACOAD1fr	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	141.171248093136	ACOAD2f	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	356.0	ACOAD2f_REV	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	177.065139062978	ACOAD3f	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	356.0	ACOAD3f_REV	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	141.171248093136	ACOAD4f	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	356.0	ACOAD4f_REV	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	178.097602229689	ACOAD5f	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	356.0	ACOAD5f_REV	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	177.843931399064	ACOAD6f	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	278.0	ACOAD6f_REV	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	141.171248093136	ACOAD7f	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	128.0	ACOAD7f_REV	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	141.171248093136	ACOAD8f	Heckmann-Dataset S1C	1
Q47146	b0221	fadE	141.171248093136	ACOAD8f_REV	Heckmann-Dataset S1C	1
P0A6A8 + P0A6R0	b1094 and b1091	acpP + fabH	31.4348629061135	ACOATA	Heckmann-Dataset S1C	1
P0A6A8 + P0A6R0	b1094 and b1091	acpP + fabH	31.4348629061135	ACOATA_REV	Heckmann-Dataset S1C	1
P76145	b1519	tam	10.3290088886071	ACONMT	Heckmann-Dataset S1C	1
P25516	b1276	acnA	53.0481222661386	ACONTa	Heckmann-Dataset S1C	1
P36683	b0118	acnB	53.0481222661386	ACONTa	Heckmann-Dataset S1C	1
P25516	b1276	acnA	12.702060036899	ACONTa_REV	Heckmann-Dataset S1C	1
P36683	b0118	acnB	12.702060036899	ACONTa_REV	Heckmann-Dataset S1C	1
P25516	b1276	acnA	44.3822675925909	ACONTb	Heckmann-Dataset S1C	1
P36683	b0118	acnB	44.3822675925909	ACONTb	Heckmann-Dataset S1C	1
P25516	b1276	acnA	14.1669615376595	ACONTb_REV	Heckmann-Dataset S1C	1
P36683	b0118	acnB	14.1669615376595	ACONTb_REV	Heckmann-Dataset S1C	1
P18335	b3359	argD	8.508720299453	ACOTA	Heckmann-Dataset S1C	1
P50457	b1302	puuE	8.508720299453	ACOTA	Heckmann-Dataset S1C	1
P22256	b2662	gabT	8.508720299453	ACOTA	Heckmann-Dataset S1C	1
P18335	b3359	argD	12.9139520235646	ACOTA_REV	Heckmann-Dataset S1C	1
P50457	b1302	puuE	12.9139520235646	ACOTA_REV	Heckmann-Dataset S1C	1
P22256	b2662	gabT	12.9139520235646	ACOTA_REV	Heckmann-Dataset S1C	1
P77581	b1748	astC	12.9139520235646	ACOTA_REV	Heckmann-Dataset S1C	1
P76518	b2371	yfdE	6.89005553020675	ACOXT_REV	Heckmann-Dataset S1C	1
P0ADP0	b3812	yigB	8.7518300449315	ACP1_FMN	Heckmann-Dataset S1C	1
P46891	b0446	cof	8.7518300449315	ACP1_FMN	Heckmann-Dataset S1C	1
P75809	b0844	ybjI	8.7518300449315	ACP1_FMN	Heckmann-Dataset S1C	1
P00634	b0383	phoA	15.7032406798118	ACP1p	Heckmann-Dataset S1C	1
P0A6A8 + P27247	b1094 and b1090	acpP + plsX	36.924305260043	ACPPAT120	Heckmann-Dataset S1C	1
P0A6A8 + P27247	b1094 and b1090	acpP + plsX	36.924305260043	ACPPAT140	Heckmann-Dataset S1C	1
P0A6A8 + P27247	b1094 and b1090	acpP + plsX	36.924305260043	ACPPAT141	Heckmann-Dataset S1C	1
P0A6A8 + P27247	b1094 and b1090	acpP + plsX	24.4710071815017	ACPPAT160	Heckmann-Dataset S1C	1
P0A6A8 + P27247	b1094 and b1090	acpP + plsX	14.8549990880405	ACPPAT161	Heckmann-Dataset S1C	1
P0A6A8 + P27247	b1094 and b1090	acpP + plsX	36.924305260043	ACPPAT180	Heckmann-Dataset S1C	1
P0A6A8 + P27247	b1094 and b1090	acpP + plsX	6.19497135686288	ACPPAT181	Heckmann-Dataset S1C	1
P24224	b2563	acpS	7.17340001902784	ACPS1	Heckmann-Dataset S1C	1
P37623	b3475	acpT	7.17340001902784	ACPS1	Heckmann-Dataset S1C	1
P27550	b4069	acs	7.74158107713212	ACS	Heckmann-Dataset S1C	1
P22333	b1623	add	33.0541357457718	ADA	Heckmann-Dataset S1C	1
P26602	b4039	ubiC	1.5530820637521	ADCL	Heckmann-Dataset S1C	1
P28305	b1096	pabC	1.5530820637521	ADCL	Heckmann-Dataset S1C	1
P69441	b0474	adk	31.0	ADK1	Heckmann-Dataset S1C	1
P69441	b0474	adk	8.02077425530949	ADK1_REV	Heckmann-Dataset S1C	1
P69441	b0474	adk	7.3380250082382	ADK3_REV	Heckmann-Dataset S1C	1
P69441	b0474	adk	6.62442182306535	ADK4	Heckmann-Dataset S1C	1
P69441	b0474	adk	5.20258423265415	ADK4_REV	Heckmann-Dataset S1C	1
P00936	b3806	cyaA	51.2640144234606	ADNCYC	Heckmann-Dataset S1C	1
P69441	b0474	adk	0.008	ADNK1	Heckmann-Dataset S1C	1
P22564	b0030	rihC	9.47722204912371	ADNUC	Heckmann-Dataset S1C	1
P0AE76	b1993	cobU	3.60529488225729	ADOCBIK	Heckmann-Dataset S1C	1
P36561	b1992	cobS	10.4218852696745	ADOCBLS	Heckmann-Dataset S1C	1
P45799	b3397	nudE	5.01271223867661	ADPRDP	Heckmann-Dataset S1C	1
Q93K97	b3034	nudF	5.01271223867661	ADPRDP	Heckmann-Dataset S1C	1
P0AB89	b1131	purB	12.1774551184445	ADSL1r_REV	Heckmann-Dataset S1C	1
P0AB89	b1131	purB	13.6255610320451	ADSL2r_REV	Heckmann-Dataset S1C	1
P13016	b0110	ampD	7.55355587820654	AGM3PA	Heckmann-Dataset S1C	1
P26365	b4169	amiB	10.0950127452361	AGM3PApp	Heckmann-Dataset S1C	1
P63883	b2817	amiC	10.0950127452361	AGM3PApp	Heckmann-Dataset S1C	1
P75820	b0867	amiD	10.0950127452361	AGM3PApp	Heckmann-Dataset S1C	1
P36548	b2435	amiA	10.0950127452361	AGM3PApp	Heckmann-Dataset S1C	1
P75949	b1107	nagZ	4.06600945016315	AGM3PH	Heckmann-Dataset S1C	1
P0AE16	b0433	ampG	9.71671132192274	AGM3Pt2pp	Heckmann-Dataset S1C	1
P13016	b0110	ampD	7.55355587820654	AGM4PA	Heckmann-Dataset S1C	1
P63883	b2817	amiC	10.0950127452361	AGM4PApp	Heckmann-Dataset S1C	1
P26365	b4169	amiB	10.0950127452361	AGM4PApp	Heckmann-Dataset S1C	1
P75820	b0867	amiD	10.0950127452361	AGM4PApp	Heckmann-Dataset S1C	1
P36548	b2435	amiA	10.0950127452361	AGM4PApp	Heckmann-Dataset S1C	1
P76008	b1192	ldcA	17.9131183641197	AGM4PCP	Heckmann-Dataset S1C	1
P0AFV4	b2175	mepS	12.2100308227317	AGM4PCPpp	Heckmann-Dataset S1C	1
P75949	b1107	nagZ	4.06600945016315	AGM4PH	Heckmann-Dataset S1C	1
P0AE16	b0433	ampG	9.71671132192274	AGM4Pt2pp	Heckmann-Dataset S1C	1
P75949	b1107	nagZ	4.06600945016315	AGMH	Heckmann-Dataset S1C	1
P60651	b2937	speB	13.3479399927695	AGMT	Heckmann-Dataset S1C	1
P0AE16	b0433	ampG	9.71671132192274	AGMt2pp	Heckmann-Dataset S1C	1
P26647	b3018	plsC	42.5161615804862	AGPAT120	Heckmann-Dataset S1C	1
P26647	b3018	plsC	42.5161615804862	AGPAT140	Heckmann-Dataset S1C	1
P26647	b3018	plsC	42.5161615804862	AGPAT141	Heckmann-Dataset S1C	1
P26647	b3018	plsC	42.5161615804862	AGPAT180	Heckmann-Dataset S1C	1
P11446	b3958	argC	6.95125327838478	AGPR	Heckmann-Dataset S1C	1
P11446	b3958	argC	24.0	AGPR_REV	Heckmann-Dataset S1C	1
P0A9T0	b2913	serA	4.82665967492526	AHGDx	Heckmann-Dataset S1C	1
P77432	b1511	lsrK	3.6316462288739	AI2K	Heckmann-Dataset S1C	1
P15639	b4006	purH	6.98569338680191	AICART_REV	Heckmann-Dataset S1C	1
P0AG18	b0523	purE	30.1326412593048	AIRC3_REV	Heckmann-Dataset S1C	1
P0AFG6 + P0A9P0 + P0AFG3	b0727 and b0116 and b0726	sucB + lpdA + sucA	73.5351271880204	AKGDH	Heckmann-Dataset S1C	1
P77790	b1488	ddpX	7.17711069342902	ALAALAD	Heckmann-Dataset S1C	1
P0A6J8	b0381	ddlA	28.3362824926326	ALAALAr_REV	Heckmann-Dataset S1C	1
P07862	b0092	ddlB	28.3362824926326	ALAALAr_REV	Heckmann-Dataset S1C	1
P51981	b1325	ycjG	6.70053017457135	ALAGLUE	Heckmann-Dataset S1C	1
P51981	b1325	ycjG	6.70053017457135	ALAGLUE_REV	Heckmann-Dataset S1C	1
P0A825	b2551	glyA	8.67666543354302	ALATA_D2	Heckmann-Dataset S1C	1
P75823	b0870	ltaE	8.67666543354302	ALATA_D2	Heckmann-Dataset S1C	1
P0A959	b2290	alaA	10.1733686206634	ALATA_L	Heckmann-Dataset S1C	1
P77434	b2379	alaC	10.1733686206634	ALATA_L	Heckmann-Dataset S1C	1
P0A825	b2551	glyA	8.67666543354302	ALATA_L2	Heckmann-Dataset S1C	1
P75823	b0870	ltaE	8.67666543354302	ALATA_L2	Heckmann-Dataset S1C	1
P0A959	b2290	alaA	26.1973199145951	ALATA_L_REV	Heckmann-Dataset S1C	1
P77434	b2379	alaC	26.1973199145951	ALATA_L_REV	Heckmann-Dataset S1C	1
P0A9Q7	b1241	adhE	54.2201067396986	ALCD19	Heckmann-Dataset S1C	1
P39451	b1478	adhP	54.2201067396986	ALCD19	Heckmann-Dataset S1C	1
P0A9Q7	b1241	adhE	22.550645175314	ALCD19_REV	Heckmann-Dataset S1C	1
